solver,seed,case_id,gate,case_score,answer_match,inspect_match,uncertain_match,audit_links_match,query_sets_match,answers_by_query_match,error
global_mapping,1,seed1_counterfactual,counterfactual_use,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
global_mapping,1,seed1_local_edit,local_edit_locality,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
global_mapping,1,seed1_audit,audit_correctness,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
global_mapping,1,seed1_noncritical_missing,missing_observation_uncertainty,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
global_mapping,1,seed1_budgeted_inspect,budgeted_inspect,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
global_mapping,2,seed2_transfer,random_symbol_transfer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
global_mapping,2,seed2_support_binding,support_conditioned_binding,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
global_mapping,2,seed2_counterfactual,counterfactual_use,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
global_mapping,2,seed2_local_edit,local_edit_locality,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
global_mapping,2,seed2_audit,audit_correctness,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
global_mapping,2,seed2_noncritical_missing,missing_observation_uncertainty,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
global_mapping,2,seed2_budgeted_inspect,budgeted_inspect,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
edit_compliance,0,seed0_transfer,random_symbol_transfer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
edit_compliance,0,seed0_support_binding,support_conditioned_binding,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
edit_compliance,0,seed0_counterfactual,counterfactual_use,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
edit_compliance,0,seed0_local_edit,local_edit_locality,0.0,1.0,1.0,1.0,1.0,0.0,1.0,
edit_compliance,0,seed0_audit,audit_correctness,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
edit_compliance,0,seed0_noncritical_missing,missing_observation_uncertainty,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
edit_compliance,0,seed0_budgeted_inspect,budgeted_inspect,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
edit_compliance,1,seed1_transfer,random_symbol_transfer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
edit_compliance,1,seed1_support_binding,support_conditioned_binding,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
edit_compliance,1,seed1_counterfactual,counterfactual_use,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
edit_compliance,1,seed1_local_edit,local_edit_locality,0.0,1.0,1.0,1.0,1.0,0.0,1.0,
edit_compliance,1,seed1_audit,audit_correctness,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
edit_compliance,1,seed1_noncritical_missing,missing_observation_uncertainty,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
edit_compliance,1,seed1_budgeted_inspect,budgeted_inspect,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
edit_compliance,2,seed2_transfer,random_symbol_transfer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
edit_compliance,2,seed2_support_binding,support_conditioned_binding,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
edit_compliance,2,seed2_counterfactual,counterfactual_use,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
edit_compliance,2,seed2_local_edit,local_edit_locality,0.0,1.0,1.0,1.0,1.0,0.0,1.0,
edit_compliance,2,seed2_audit,audit_correctness,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
edit_compliance,2,seed2_noncritical_missing,missing_observation_uncertainty,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
edit_compliance,2,seed2_budgeted_inspect,budgeted_inspect,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
missingness_template,0,seed0_transfer,random_symbol_transfer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
missingness_template,0,seed0_support_binding,support_conditioned_binding,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
missingness_template,0,seed0_counterfactual,counterfactual_use,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
missingness_template,0,seed0_local_edit,local_edit_locality,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
missingness_template,0,seed0_audit,audit_correctness,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
missingness_template,0,seed0_noncritical_missing,missing_observation_uncertainty,0.0,1.0,0.0,0.0,1.0,1.0,1.0,
missingness_template,0,seed0_budgeted_inspect,budgeted_inspect,0.0,1.0,0.0,1.0,1.0,1.0,1.0,
missingness_template,1,seed1_transfer,random_symbol_transfer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
missingness_template,1,seed1_support_binding,support_conditioned_binding,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
missingness_template,1,seed1_counterfactual,counterfactual_use,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
missingness_template,1,seed1_local_edit,local_edit_locality,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
missingness_template,1,seed1_audit,audit_correctness,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
missingness_template,1,seed1_noncritical_missing,missing_observation_uncertainty,0.0,1.0,0.0,0.0,1.0,1.0,1.0,
missingness_template,1,seed1_budgeted_inspect,budgeted_inspect,0.0,1.0,0.0,1.0,1.0,1.0,1.0,
missingness_template,2,seed2_transfer,random_symbol_transfer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
missingness_template,2,seed2_support_binding,support_conditioned_binding,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
missingness_template,2,seed2_counterfactual,counterfactual_use,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
missingness_template,2,seed2_local_edit,local_edit_locality,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
missingness_template,2,seed2_audit,audit_correctness,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
missingness_template,2,seed2_noncritical_missing,missing_observation_uncertainty,0.0,1.0,0.0,0.0,1.0,1.0,1.0,
missingness_template,2,seed2_budgeted_inspect,budgeted_inspect,0.0,1.0,0.0,1.0,1.0,1.0,1.0,
surface_audit,0,seed0_transfer,random_symbol_transfer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
surface_audit,0,seed0_support_binding,support_conditioned_binding,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
surface_audit,0,seed0_counterfactual,counterfactual_use,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
surface_audit,0,seed0_local_edit,local_edit_locality,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
surface_audit,0,seed0_audit,audit_correctness,0.0,1.0,1.0,1.0,0.0,1.0,1.0,
surface_audit,0,seed0_noncritical_missing,missing_observation_uncertainty,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
surface_audit,0,seed0_budgeted_inspect,budgeted_inspect,0.0,1.0,1.0,1.0,0.0,1.0,1.0,
surface_audit,1,seed1_transfer,random_symbol_transfer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
surface_audit,1,seed1_support_binding,support_conditioned_binding,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
surface_audit,1,seed1_counterfactual,counterfactual_use,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
surface_audit,1,seed1_local_edit,local_edit_locality,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
surface_audit,1,seed1_audit,audit_correctness,0.0,1.0,1.0,1.0,0.0,1.0,1.0,
surface_audit,1,seed1_noncritical_missing,missing_observation_uncertainty,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
surface_audit,1,seed1_budgeted_inspect,budgeted_inspect,0.0,1.0,1.0,1.0,0.0,1.0,1.0,
surface_audit,2,seed2_transfer,random_symbol_transfer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
surface_audit,2,seed2_support_binding,support_conditioned_binding,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
surface_audit,2,seed2_counterfactual,counterfactual_use,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
surface_audit,2,seed2_local_edit,local_edit_locality,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
surface_audit,2,seed2_audit,audit_correctness,0.0,1.0,1.0,1.0,0.0,1.0,1.0,
surface_audit,2,seed2_noncritical_missing,missing_observation_uncertainty,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
surface_audit,2,seed2_budgeted_inspect,budgeted_inspect,0.0,1.0,1.0,1.0,0.0,1.0,1.0,
