solver,seed,case_id,gate,case_score,answer_match,inspect_match,uncertain_match,audit_links_match,query_sets_match,answers_by_query_match,error
missingness_template,1,seed1_budgeted_inspect_mediator_first,budgeted_inspect,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
missingness_template,1,seed1_budgeted_inspect_many_distractors,budgeted_inspect,0.0,1.0,0.0,1.0,1.0,1.0,1.0,
missingness_template,1,seed1_budgeted_inspect_already_verifiable,budgeted_inspect,0.0,1.0,0.0,0.0,1.0,1.0,1.0,
missingness_template,1,seed1_budgeted_inspect_support_conditioned_noise_first,budgeted_inspect,0.0,1.0,0.0,1.0,1.0,1.0,1.0,
missingness_template,2,seed2_budgeted_inspect_noise_first,budgeted_inspect,0.0,1.0,0.0,1.0,1.0,1.0,1.0,
missingness_template,2,seed2_budgeted_inspect_mediator_first,budgeted_inspect,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
missingness_template,2,seed2_budgeted_inspect_many_distractors,budgeted_inspect,0.0,1.0,0.0,1.0,1.0,1.0,1.0,
missingness_template,2,seed2_budgeted_inspect_already_verifiable,budgeted_inspect,0.0,1.0,0.0,0.0,1.0,1.0,1.0,
missingness_template,2,seed2_budgeted_inspect_support_conditioned_noise_first,budgeted_inspect,0.0,1.0,0.0,1.0,1.0,1.0,1.0,
surface_audit,0,seed0_budgeted_inspect_noise_first,budgeted_inspect,0.0,1.0,1.0,1.0,0.0,1.0,1.0,
surface_audit,0,seed0_budgeted_inspect_mediator_first,budgeted_inspect,0.0,1.0,1.0,1.0,0.0,1.0,1.0,
surface_audit,0,seed0_budgeted_inspect_many_distractors,budgeted_inspect,0.0,1.0,1.0,1.0,0.0,1.0,1.0,
surface_audit,0,seed0_budgeted_inspect_already_verifiable,budgeted_inspect,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
surface_audit,0,seed0_budgeted_inspect_support_conditioned_noise_first,budgeted_inspect,0.0,1.0,1.0,1.0,0.0,1.0,1.0,
surface_audit,1,seed1_budgeted_inspect_noise_first,budgeted_inspect,0.0,1.0,1.0,1.0,0.0,1.0,1.0,
surface_audit,1,seed1_budgeted_inspect_mediator_first,budgeted_inspect,0.0,1.0,1.0,1.0,0.0,1.0,1.0,
surface_audit,1,seed1_budgeted_inspect_many_distractors,budgeted_inspect,0.0,1.0,1.0,1.0,0.0,1.0,1.0,
surface_audit,1,seed1_budgeted_inspect_already_verifiable,budgeted_inspect,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
surface_audit,1,seed1_budgeted_inspect_support_conditioned_noise_first,budgeted_inspect,0.0,1.0,1.0,1.0,0.0,1.0,1.0,
surface_audit,2,seed2_budgeted_inspect_noise_first,budgeted_inspect,0.0,1.0,1.0,1.0,0.0,1.0,1.0,
surface_audit,2,seed2_budgeted_inspect_mediator_first,budgeted_inspect,0.0,1.0,1.0,1.0,0.0,1.0,1.0,
surface_audit,2,seed2_budgeted_inspect_many_distractors,budgeted_inspect,0.0,1.0,1.0,1.0,0.0,1.0,1.0,
surface_audit,2,seed2_budgeted_inspect_already_verifiable,budgeted_inspect,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
surface_audit,2,seed2_budgeted_inspect_support_conditioned_noise_first,budgeted_inspect,0.0,1.0,1.0,1.0,0.0,1.0,1.0,
