model,seed,site,intervention_type,base_accuracy,intervened_accuracy,accuracy_drop,applicable
pure_prediction,0,combined_hidden,linear_nuisance_subspace_removal,0.8550000190734863,0.9599999785423279,0.0,True
pure_prediction,0,post_edit_state,zero_ablation,0.0,0.0,0.0,False
pure_prediction,0,post_edit_state,shuffle_ablation,0.0,0.0,0.0,False
pure_prediction,0,post_edit_state,noise_replacement,0.0,0.0,0.0,False
pure_prediction,0,post_edit_state,swap_ablation,0.0,0.0,0.0,False
pure_prediction,0,post_edit_state,linear_relation_subspace_removal,0.0,0.0,0.0,False
pure_prediction,0,post_edit_state,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
pure_prediction,1,query_embedding,zero_ablation,0.9200000166893005,0.4749999940395355,0.445000022649765,True
pure_prediction,1,query_embedding,shuffle_ablation,0.9200000166893005,0.4099999964237213,0.5100000202655792,True
pure_prediction,1,query_embedding,noise_replacement,0.9200000166893005,0.36500000953674316,0.5550000071525574,True
pure_prediction,1,query_embedding,swap_ablation,0.9200000166893005,0.4099999964237213,0.5100000202655792,True
pure_prediction,1,query_embedding,linear_relation_subspace_removal,0.9200000166893005,0.8500000238418579,0.06999999284744263,True
pure_prediction,1,query_embedding,linear_nuisance_subspace_removal,0.9200000166893005,0.949999988079071,0.0,True
pure_prediction,1,support_relation_state,zero_ablation,0.0,0.0,0.0,False
pure_prediction,1,support_relation_state,shuffle_ablation,0.0,0.0,0.0,False
pure_prediction,1,support_relation_state,noise_replacement,0.0,0.0,0.0,False
pure_prediction,1,support_relation_state,swap_ablation,0.0,0.0,0.0,False
pure_prediction,1,support_relation_state,linear_relation_subspace_removal,0.0,0.0,0.0,False
pure_prediction,1,support_relation_state,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
pure_prediction,1,edit_embedding,zero_ablation,0.0,0.0,0.0,False
pure_prediction,1,edit_embedding,shuffle_ablation,0.0,0.0,0.0,False
pure_prediction,1,edit_embedding,noise_replacement,0.0,0.0,0.0,False
pure_prediction,1,edit_embedding,swap_ablation,0.0,0.0,0.0,False
pure_prediction,1,edit_embedding,linear_relation_subspace_removal,0.0,0.0,0.0,False
pure_prediction,1,edit_embedding,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
pure_prediction,1,combined_hidden,zero_ablation,0.9200000166893005,0.4749999940395355,0.445000022649765,True
pure_prediction,1,combined_hidden,shuffle_ablation,0.9200000166893005,0.4099999964237213,0.5100000202655792,True
pure_prediction,1,combined_hidden,noise_replacement,0.9200000166893005,0.36500000953674316,0.5550000071525574,True
pure_prediction,1,combined_hidden,swap_ablation,0.9200000166893005,0.4099999964237213,0.5100000202655792,True
pure_prediction,1,combined_hidden,linear_relation_subspace_removal,0.9200000166893005,0.8500000238418579,0.06999999284744263,True
pure_prediction,1,combined_hidden,linear_nuisance_subspace_removal,0.9200000166893005,0.949999988079071,0.0,True
pure_prediction,1,post_edit_state,zero_ablation,0.0,0.0,0.0,False
pure_prediction,1,post_edit_state,shuffle_ablation,0.0,0.0,0.0,False
pure_prediction,1,post_edit_state,noise_replacement,0.0,0.0,0.0,False
pure_prediction,1,post_edit_state,swap_ablation,0.0,0.0,0.0,False
pure_prediction,1,post_edit_state,linear_relation_subspace_removal,0.0,0.0,0.0,False
pure_prediction,1,post_edit_state,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
pure_prediction,2,query_embedding,zero_ablation,0.9599999785423279,0.5049999952316284,0.45499998331069946,True
pure_prediction,2,query_embedding,shuffle_ablation,0.9599999785423279,0.3499999940395355,0.6099999845027924,True
pure_prediction,2,query_embedding,noise_replacement,0.9599999785423279,0.36000001430511475,0.5999999642372131,True
pure_prediction,2,query_embedding,swap_ablation,0.9599999785423279,0.3499999940395355,0.6099999845027924,True
pure_prediction,2,query_embedding,linear_relation_subspace_removal,0.9599999785423279,0.8399999737739563,0.12000000476837158,True
pure_prediction,2,query_embedding,linear_nuisance_subspace_removal,0.9599999785423279,0.9350000023841858,0.02499997615814209,True
pure_prediction,2,support_relation_state,zero_ablation,0.0,0.0,0.0,False
pure_prediction,2,support_relation_state,shuffle_ablation,0.0,0.0,0.0,False
pure_prediction,2,support_relation_state,noise_replacement,0.0,0.0,0.0,False
pure_prediction,2,support_relation_state,swap_ablation,0.0,0.0,0.0,False
pure_prediction,2,support_relation_state,linear_relation_subspace_removal,0.0,0.0,0.0,False
pure_prediction,2,support_relation_state,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
pure_prediction,2,edit_embedding,zero_ablation,0.0,0.0,0.0,False
pure_prediction,2,edit_embedding,shuffle_ablation,0.0,0.0,0.0,False
pure_prediction,2,edit_embedding,noise_replacement,0.0,0.0,0.0,False
pure_prediction,2,edit_embedding,swap_ablation,0.0,0.0,0.0,False
pure_prediction,2,edit_embedding,linear_relation_subspace_removal,0.0,0.0,0.0,False
pure_prediction,2,edit_embedding,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
pure_prediction,2,combined_hidden,zero_ablation,0.9599999785423279,0.5049999952316284,0.45499998331069946,True
pure_prediction,2,combined_hidden,shuffle_ablation,0.9599999785423279,0.3499999940395355,0.6099999845027924,True
pure_prediction,2,combined_hidden,noise_replacement,0.9599999785423279,0.36000001430511475,0.5999999642372131,True
pure_prediction,2,combined_hidden,swap_ablation,0.9599999785423279,0.3499999940395355,0.6099999845027924,True
pure_prediction,2,combined_hidden,linear_relation_subspace_removal,0.9599999785423279,0.8399999737739563,0.12000000476837158,True
pure_prediction,2,combined_hidden,linear_nuisance_subspace_removal,0.9599999785423279,0.9350000023841858,0.02499997615814209,True
pure_prediction,2,post_edit_state,zero_ablation,0.0,0.0,0.0,False
pure_prediction,2,post_edit_state,shuffle_ablation,0.0,0.0,0.0,False
pure_prediction,2,post_edit_state,noise_replacement,0.0,0.0,0.0,False
pure_prediction,2,post_edit_state,swap_ablation,0.0,0.0,0.0,False
pure_prediction,2,post_edit_state,linear_relation_subspace_removal,0.0,0.0,0.0,False
pure_prediction,2,post_edit_state,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
pure_prediction,3,query_embedding,zero_ablation,0.9100000262260437,0.17499999701976776,0.7350000292062759,True
pure_prediction,3,query_embedding,shuffle_ablation,0.9100000262260437,0.36500000953674316,0.5450000166893005,True
pure_prediction,3,query_embedding,noise_replacement,0.9100000262260437,0.28999999165534973,0.620000034570694,True
pure_prediction,3,query_embedding,swap_ablation,0.9100000262260437,0.36500000953674316,0.5450000166893005,True
pure_prediction,3,query_embedding,linear_relation_subspace_removal,0.9100000262260437,0.800000011920929,0.11000001430511475,True
pure_prediction,3,query_embedding,linear_nuisance_subspace_removal,0.9100000262260437,0.9700000286102295,0.0,True
pure_prediction,3,support_relation_state,zero_ablation,0.0,0.0,0.0,False
pure_prediction,3,support_relation_state,shuffle_ablation,0.0,0.0,0.0,False
pure_prediction,3,support_relation_state,noise_replacement,0.0,0.0,0.0,False
pure_prediction,3,support_relation_state,swap_ablation,0.0,0.0,0.0,False
pure_prediction,3,support_relation_state,linear_relation_subspace_removal,0.0,0.0,0.0,False
pure_prediction,3,support_relation_state,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
pure_prediction,3,edit_embedding,zero_ablation,0.0,0.0,0.0,False
pure_prediction,3,edit_embedding,shuffle_ablation,0.0,0.0,0.0,False
pure_prediction,3,edit_embedding,noise_replacement,0.0,0.0,0.0,False
pure_prediction,3,edit_embedding,swap_ablation,0.0,0.0,0.0,False
pure_prediction,3,edit_embedding,linear_relation_subspace_removal,0.0,0.0,0.0,False
pure_prediction,3,edit_embedding,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
pure_prediction,3,combined_hidden,zero_ablation,0.9100000262260437,0.17499999701976776,0.7350000292062759,True
pure_prediction,3,combined_hidden,shuffle_ablation,0.9100000262260437,0.36500000953674316,0.5450000166893005,True
pure_prediction,3,combined_hidden,noise_replacement,0.9100000262260437,0.28999999165534973,0.620000034570694,True
pure_prediction,3,combined_hidden,swap_ablation,0.9100000262260437,0.36500000953674316,0.5450000166893005,True
pure_prediction,3,combined_hidden,linear_relation_subspace_removal,0.9100000262260437,0.800000011920929,0.11000001430511475,True
pure_prediction,3,combined_hidden,linear_nuisance_subspace_removal,0.9100000262260437,0.9700000286102295,0.0,True
pure_prediction,3,post_edit_state,zero_ablation,0.0,0.0,0.0,False
pure_prediction,3,post_edit_state,shuffle_ablation,0.0,0.0,0.0,False
pure_prediction,3,post_edit_state,noise_replacement,0.0,0.0,0.0,False
pure_prediction,3,post_edit_state,swap_ablation,0.0,0.0,0.0,False
pure_prediction,3,post_edit_state,linear_relation_subspace_removal,0.0,0.0,0.0,False
pure_prediction,3,post_edit_state,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
pure_prediction,4,query_embedding,zero_ablation,0.9100000262260437,0.5450000166893005,0.36500000953674316,True
pure_prediction,4,query_embedding,shuffle_ablation,0.9100000262260437,0.4099999964237213,0.5000000298023224,True
pure_prediction,4,query_embedding,noise_replacement,0.9100000262260437,0.32499998807907104,0.5850000381469727,True
pure_prediction,4,query_embedding,swap_ablation,0.9100000262260437,0.4099999964237213,0.5000000298023224,True
pure_prediction,4,query_embedding,linear_relation_subspace_removal,0.9100000262260437,0.6399999856948853,0.27000004053115845,True
pure_prediction,4,query_embedding,linear_nuisance_subspace_removal,0.9100000262260437,0.9100000262260437,0.0,True
pure_prediction,4,support_relation_state,zero_ablation,0.0,0.0,0.0,False
pure_prediction,4,support_relation_state,shuffle_ablation,0.0,0.0,0.0,False
pure_prediction,4,support_relation_state,noise_replacement,0.0,0.0,0.0,False
pure_prediction,4,support_relation_state,swap_ablation,0.0,0.0,0.0,False
pure_prediction,4,support_relation_state,linear_relation_subspace_removal,0.0,0.0,0.0,False
pure_prediction,4,support_relation_state,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
pure_prediction,4,edit_embedding,zero_ablation,0.0,0.0,0.0,False
pure_prediction,4,edit_embedding,shuffle_ablation,0.0,0.0,0.0,False
pure_prediction,4,edit_embedding,noise_replacement,0.0,0.0,0.0,False
pure_prediction,4,edit_embedding,swap_ablation,0.0,0.0,0.0,False
pure_prediction,4,edit_embedding,linear_relation_subspace_removal,0.0,0.0,0.0,False
pure_prediction,4,edit_embedding,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
pure_prediction,4,combined_hidden,zero_ablation,0.9100000262260437,0.5450000166893005,0.36500000953674316,True
pure_prediction,4,combined_hidden,shuffle_ablation,0.9100000262260437,0.4099999964237213,0.5000000298023224,True
pure_prediction,4,combined_hidden,noise_replacement,0.9100000262260437,0.32499998807907104,0.5850000381469727,True
pure_prediction,4,combined_hidden,swap_ablation,0.9100000262260437,0.4099999964237213,0.5000000298023224,True
pure_prediction,4,combined_hidden,linear_relation_subspace_removal,0.9100000262260437,0.6399999856948853,0.27000004053115845,True
pure_prediction,4,combined_hidden,linear_nuisance_subspace_removal,0.9100000262260437,0.9100000262260437,0.0,True
pure_prediction,4,post_edit_state,zero_ablation,0.0,0.0,0.0,False
pure_prediction,4,post_edit_state,shuffle_ablation,0.0,0.0,0.0,False
pure_prediction,4,post_edit_state,noise_replacement,0.0,0.0,0.0,False
pure_prediction,4,post_edit_state,swap_ablation,0.0,0.0,0.0,False
pure_prediction,4,post_edit_state,linear_relation_subspace_removal,0.0,0.0,0.0,False
pure_prediction,4,post_edit_state,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,0,query_embedding,zero_ablation,1.0,0.5699999928474426,0.4300000071525574,True
counterfactual_training,0,query_embedding,shuffle_ablation,1.0,0.45500001311302185,0.5449999868869781,True
counterfactual_training,0,query_embedding,noise_replacement,1.0,0.39500001072883606,0.6049999892711639,True
counterfactual_training,0,query_embedding,swap_ablation,1.0,0.45500001311302185,0.5449999868869781,True
counterfactual_training,0,query_embedding,linear_relation_subspace_removal,1.0,0.6949999928474426,0.3050000071525574,True
counterfactual_training,0,query_embedding,linear_nuisance_subspace_removal,1.0,1.0,0.0,True
counterfactual_training,0,support_relation_state,zero_ablation,0.0,0.0,0.0,False
counterfactual_training,0,support_relation_state,shuffle_ablation,0.0,0.0,0.0,False
counterfactual_training,0,support_relation_state,noise_replacement,0.0,0.0,0.0,False
counterfactual_training,0,support_relation_state,swap_ablation,0.0,0.0,0.0,False
counterfactual_training,0,support_relation_state,linear_relation_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,0,support_relation_state,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,0,edit_embedding,zero_ablation,0.0,0.0,0.0,False
counterfactual_training,0,edit_embedding,shuffle_ablation,0.0,0.0,0.0,False
counterfactual_training,0,edit_embedding,noise_replacement,0.0,0.0,0.0,False
counterfactual_training,0,edit_embedding,swap_ablation,0.0,0.0,0.0,False
counterfactual_training,0,edit_embedding,linear_relation_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,0,edit_embedding,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,0,combined_hidden,zero_ablation,1.0,0.5699999928474426,0.4300000071525574,True
counterfactual_training,0,combined_hidden,shuffle_ablation,1.0,0.45500001311302185,0.5449999868869781,True
counterfactual_training,0,combined_hidden,noise_replacement,1.0,0.39500001072883606,0.6049999892711639,True
counterfactual_training,0,combined_hidden,swap_ablation,1.0,0.45500001311302185,0.5449999868869781,True
counterfactual_training,0,combined_hidden,linear_relation_subspace_removal,1.0,0.6949999928474426,0.3050000071525574,True
counterfactual_training,0,combined_hidden,linear_nuisance_subspace_removal,1.0,1.0,0.0,True
counterfactual_training,0,post_edit_state,zero_ablation,0.0,0.0,0.0,False
counterfactual_training,0,post_edit_state,shuffle_ablation,0.0,0.0,0.0,False
counterfactual_training,0,post_edit_state,noise_replacement,0.0,0.0,0.0,False
counterfactual_training,0,post_edit_state,swap_ablation,0.0,0.0,0.0,False
counterfactual_training,0,post_edit_state,linear_relation_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,0,post_edit_state,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,1,query_embedding,zero_ablation,1.0,0.4749999940395355,0.5250000059604645,True
counterfactual_training,1,query_embedding,shuffle_ablation,1.0,0.4099999964237213,0.5900000035762787,True
counterfactual_training,1,query_embedding,noise_replacement,1.0,0.375,0.625,True
counterfactual_training,1,query_embedding,swap_ablation,1.0,0.4099999964237213,0.5900000035762787,True
counterfactual_training,1,query_embedding,linear_relation_subspace_removal,1.0,0.4699999988079071,0.5300000011920929,True
counterfactual_training,1,query_embedding,linear_nuisance_subspace_removal,1.0,1.0,0.0,True
counterfactual_training,1,support_relation_state,zero_ablation,0.0,0.0,0.0,False
counterfactual_training,1,support_relation_state,shuffle_ablation,0.0,0.0,0.0,False
counterfactual_training,1,support_relation_state,noise_replacement,0.0,0.0,0.0,False
counterfactual_training,1,support_relation_state,swap_ablation,0.0,0.0,0.0,False
counterfactual_training,1,support_relation_state,linear_relation_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,1,support_relation_state,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,1,edit_embedding,zero_ablation,0.0,0.0,0.0,False
counterfactual_training,1,edit_embedding,shuffle_ablation,0.0,0.0,0.0,False
counterfactual_training,1,edit_embedding,noise_replacement,0.0,0.0,0.0,False
counterfactual_training,1,edit_embedding,swap_ablation,0.0,0.0,0.0,False
counterfactual_training,1,edit_embedding,linear_relation_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,1,edit_embedding,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,1,combined_hidden,zero_ablation,1.0,0.4749999940395355,0.5250000059604645,True
counterfactual_training,1,combined_hidden,shuffle_ablation,1.0,0.4099999964237213,0.5900000035762787,True
counterfactual_training,1,combined_hidden,noise_replacement,1.0,0.375,0.625,True
counterfactual_training,1,combined_hidden,swap_ablation,1.0,0.4099999964237213,0.5900000035762787,True
counterfactual_training,1,combined_hidden,linear_relation_subspace_removal,1.0,0.4699999988079071,0.5300000011920929,True
counterfactual_training,1,combined_hidden,linear_nuisance_subspace_removal,1.0,1.0,0.0,True
counterfactual_training,1,post_edit_state,zero_ablation,0.0,0.0,0.0,False
counterfactual_training,1,post_edit_state,shuffle_ablation,0.0,0.0,0.0,False
counterfactual_training,1,post_edit_state,noise_replacement,0.0,0.0,0.0,False
counterfactual_training,1,post_edit_state,swap_ablation,0.0,0.0,0.0,False
counterfactual_training,1,post_edit_state,linear_relation_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,1,post_edit_state,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,2,query_embedding,zero_ablation,1.0,0.5049999952316284,0.4950000047683716,True
counterfactual_training,2,query_embedding,shuffle_ablation,1.0,0.33000001311302185,0.6699999868869781,True
counterfactual_training,2,query_embedding,noise_replacement,1.0,0.36500000953674316,0.6349999904632568,True
counterfactual_training,2,query_embedding,swap_ablation,1.0,0.33000001311302185,0.6699999868869781,True
counterfactual_training,2,query_embedding,linear_relation_subspace_removal,1.0,0.5,0.5,True
counterfactual_training,2,query_embedding,linear_nuisance_subspace_removal,1.0,1.0,0.0,True
counterfactual_training,2,support_relation_state,zero_ablation,0.0,0.0,0.0,False
counterfactual_training,2,support_relation_state,shuffle_ablation,0.0,0.0,0.0,False
counterfactual_training,2,support_relation_state,noise_replacement,0.0,0.0,0.0,False
counterfactual_training,2,support_relation_state,swap_ablation,0.0,0.0,0.0,False
counterfactual_training,2,support_relation_state,linear_relation_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,2,support_relation_state,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,2,edit_embedding,zero_ablation,0.0,0.0,0.0,False
counterfactual_training,2,edit_embedding,shuffle_ablation,0.0,0.0,0.0,False
counterfactual_training,2,edit_embedding,noise_replacement,0.0,0.0,0.0,False
counterfactual_training,2,edit_embedding,swap_ablation,0.0,0.0,0.0,False
counterfactual_training,2,edit_embedding,linear_relation_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,2,edit_embedding,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,2,combined_hidden,zero_ablation,1.0,0.5049999952316284,0.4950000047683716,True
counterfactual_training,2,combined_hidden,shuffle_ablation,1.0,0.33000001311302185,0.6699999868869781,True
counterfactual_training,2,combined_hidden,noise_replacement,1.0,0.36500000953674316,0.6349999904632568,True
counterfactual_training,2,combined_hidden,swap_ablation,1.0,0.33000001311302185,0.6699999868869781,True
counterfactual_training,2,combined_hidden,linear_relation_subspace_removal,1.0,0.5,0.5,True
counterfactual_training,2,combined_hidden,linear_nuisance_subspace_removal,1.0,1.0,0.0,True
counterfactual_training,2,post_edit_state,zero_ablation,0.0,0.0,0.0,False
counterfactual_training,2,post_edit_state,shuffle_ablation,0.0,0.0,0.0,False
counterfactual_training,2,post_edit_state,noise_replacement,0.0,0.0,0.0,False
counterfactual_training,2,post_edit_state,swap_ablation,0.0,0.0,0.0,False
counterfactual_training,2,post_edit_state,linear_relation_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,2,post_edit_state,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,3,query_embedding,zero_ablation,1.0,0.17499999701976776,0.8250000029802322,True
counterfactual_training,3,query_embedding,shuffle_ablation,1.0,0.39500001072883606,0.6049999892711639,True
counterfactual_training,3,query_embedding,noise_replacement,1.0,0.2750000059604645,0.7249999940395355,True
counterfactual_training,3,query_embedding,swap_ablation,1.0,0.39500001072883606,0.6049999892711639,True
counterfactual_training,3,query_embedding,linear_relation_subspace_removal,1.0,0.5299999713897705,0.4700000286102295,True
counterfactual_training,3,query_embedding,linear_nuisance_subspace_removal,1.0,1.0,0.0,True
counterfactual_training,3,support_relation_state,zero_ablation,0.0,0.0,0.0,False
counterfactual_training,3,support_relation_state,shuffle_ablation,0.0,0.0,0.0,False
counterfactual_training,3,support_relation_state,noise_replacement,0.0,0.0,0.0,False
counterfactual_training,3,support_relation_state,swap_ablation,0.0,0.0,0.0,False
counterfactual_training,3,support_relation_state,linear_relation_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,3,support_relation_state,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,3,edit_embedding,zero_ablation,0.0,0.0,0.0,False
counterfactual_training,3,edit_embedding,shuffle_ablation,0.0,0.0,0.0,False
counterfactual_training,3,edit_embedding,noise_replacement,0.0,0.0,0.0,False
counterfactual_training,3,edit_embedding,swap_ablation,0.0,0.0,0.0,False
counterfactual_training,3,edit_embedding,linear_relation_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,3,edit_embedding,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,3,combined_hidden,zero_ablation,1.0,0.17499999701976776,0.8250000029802322,True
counterfactual_training,3,combined_hidden,shuffle_ablation,1.0,0.39500001072883606,0.6049999892711639,True
counterfactual_training,3,combined_hidden,noise_replacement,1.0,0.2750000059604645,0.7249999940395355,True
counterfactual_training,3,combined_hidden,swap_ablation,1.0,0.39500001072883606,0.6049999892711639,True
counterfactual_training,3,combined_hidden,linear_relation_subspace_removal,1.0,0.5299999713897705,0.4700000286102295,True
counterfactual_training,3,combined_hidden,linear_nuisance_subspace_removal,1.0,1.0,0.0,True
counterfactual_training,3,post_edit_state,zero_ablation,0.0,0.0,0.0,False
counterfactual_training,3,post_edit_state,shuffle_ablation,0.0,0.0,0.0,False
counterfactual_training,3,post_edit_state,noise_replacement,0.0,0.0,0.0,False
counterfactual_training,3,post_edit_state,swap_ablation,0.0,0.0,0.0,False
counterfactual_training,3,post_edit_state,linear_relation_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,3,post_edit_state,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,4,query_embedding,zero_ablation,1.0,0.5450000166893005,0.45499998331069946,True
counterfactual_training,4,query_embedding,shuffle_ablation,1.0,0.4050000011920929,0.5949999988079071,True
counterfactual_training,4,query_embedding,noise_replacement,1.0,0.3199999928474426,0.6800000071525574,True
counterfactual_training,4,query_embedding,swap_ablation,1.0,0.4050000011920929,0.5949999988079071,True
counterfactual_training,4,query_embedding,linear_relation_subspace_removal,1.0,0.699999988079071,0.30000001192092896,True
counterfactual_training,4,query_embedding,linear_nuisance_subspace_removal,1.0,0.925000011920929,0.07499998807907104,True
counterfactual_training,4,support_relation_state,zero_ablation,0.0,0.0,0.0,False
counterfactual_training,4,support_relation_state,shuffle_ablation,0.0,0.0,0.0,False
counterfactual_training,4,support_relation_state,noise_replacement,0.0,0.0,0.0,False
counterfactual_training,4,support_relation_state,swap_ablation,0.0,0.0,0.0,False
counterfactual_training,4,support_relation_state,linear_relation_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,4,support_relation_state,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,4,edit_embedding,zero_ablation,0.0,0.0,0.0,False
counterfactual_training,4,edit_embedding,shuffle_ablation,0.0,0.0,0.0,False
counterfactual_training,4,edit_embedding,noise_replacement,0.0,0.0,0.0,False
counterfactual_training,4,edit_embedding,swap_ablation,0.0,0.0,0.0,False
counterfactual_training,4,edit_embedding,linear_relation_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,4,edit_embedding,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,4,combined_hidden,zero_ablation,1.0,0.5450000166893005,0.45499998331069946,True
counterfactual_training,4,combined_hidden,shuffle_ablation,1.0,0.4050000011920929,0.5949999988079071,True
counterfactual_training,4,combined_hidden,noise_replacement,1.0,0.3199999928474426,0.6800000071525574,True
counterfactual_training,4,combined_hidden,swap_ablation,1.0,0.4050000011920929,0.5949999988079071,True
counterfactual_training,4,combined_hidden,linear_relation_subspace_removal,1.0,0.699999988079071,0.30000001192092896,True
counterfactual_training,4,combined_hidden,linear_nuisance_subspace_removal,1.0,0.925000011920929,0.07499998807907104,True
counterfactual_training,4,post_edit_state,zero_ablation,0.0,0.0,0.0,False
counterfactual_training,4,post_edit_state,shuffle_ablation,0.0,0.0,0.0,False
counterfactual_training,4,post_edit_state,noise_replacement,0.0,0.0,0.0,False
counterfactual_training,4,post_edit_state,swap_ablation,0.0,0.0,0.0,False
counterfactual_training,4,post_edit_state,linear_relation_subspace_removal,0.0,0.0,0.0,False
counterfactual_training,4,post_edit_state,linear_nuisance_subspace_removal,0.0,0.0,0.0,False
edit_pressure_training,0,query_embedding,zero_ablation,1.0,0.5699999928474426,0.4300000071525574,True
edit_pressure_training,0,query_embedding,shuffle_ablation,1.0,0.45500001311302185,0.5449999868869781,True
edit_pressure_training,0,query_embedding,noise_replacement,1.0,0.41999998688697815,0.5800000131130219,True
edit_pressure_training,0,query_embedding,swap_ablation,1.0,0.45500001311302185,0.5449999868869781,True
edit_pressure_training,0,query_embedding,linear_relation_subspace_removal,1.0,0.7099999785423279,0.2900000214576721,True
edit_pressure_training,0,query_embedding,linear_nuisance_subspace_removal,1.0,1.0,0.0,True
edit_pressure_training,0,support_relation_state,zero_ablation,1.0,1.0,0.0,True
edit_pressure_training,0,support_relation_state,shuffle_ablation,1.0,1.0,0.0,True
edit_pressure_training,0,support_relation_state,noise_replacement,1.0,1.0,0.0,True
edit_pressure_training,0,support_relation_state,swap_ablation,1.0,1.0,0.0,True
edit_pressure_training,0,support_relation_state,linear_relation_subspace_removal,1.0,1.0,0.0,True
edit_pressure_training,0,support_relation_state,linear_nuisance_subspace_removal,1.0,1.0,0.0,True
edit_pressure_training,0,edit_embedding,zero_ablation,1.0,1.0,0.0,True
